id,qid1,qid2,question1,question2,is_duplicate
266,852,853,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to those in Queens?","How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to other tourist attractions?",0
267,856,857,How do I make free calls to family members on Airtel Andhra Pradesh?,How do I get Facebook badge notifications on HTC 10?,0
268,864,865,How did early Europeans get protein before the Columbian Exchange?,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?,0
269,866,867,What is the best forum for graphic designers?,Who is the best graphic designer in israel?,0
270,868,869,Is Alex Jones a satirical show?,How is The Canterbury Tales a satire?,0
271,870,871,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?,Which should I start with: Angular 2 or AngularJS 1?,0
272,872,873,Why can't we fall asleep on some days?,Why do we fall asleep?,0
273,874,875,Which Marvel movies have not included Stan Lee cameos?,What is your favourite Stan Lee cameo in a Marvel film?,0
274,878,879,What does the 10/6 label on the Mad Hatter's hat mean?,How do you find a figure labeled this way in a textbook?,0
275,880,881,Who wrote the Kars for Kids jingle?,I am a freelance musician. How can I get into the jingle industry?,0
276,886,887,How do you answer a question on Quora?,What is the best thing you've ever learned on Quora?,0
277,892,893,What are natural numbers?,What is a least natural number?,0
278,894,895,Is One Plus 3T 4G VoLTE enabled phone?,Which phone to buy Moto m or one plus 3t?,0
279,896,897,How do I enter a new email ID which I can access to recover my Facebook ID?,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,0
280,902,903,What are the factors that causes data inconsistency in distributed platform/application?,What are the main data platform?,0
281,904,905,What are the differences between POCSO and sexual offenses in the IPC?,Do we need the IPC section 375?,0
282,906,907,"What is an alternative for the word ""is""?",What is the alternative word for creative?,0
283,908,909,What is considered an illegal screen in the NBA?,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?,0
284,910,911,Nothing excites me anymore. How do I regain that excitement?,Why do I feel like I'm excited about something when I have nothing to be excited about?,0
285,924,925,"What does the phrase ""He who does not love abides in death"" exactly mean?","What does the phrase ""love begets love"" mean?",0
286,928,929,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?",0
287,930,931,Considering the current trend of information technology what is the future of print media?,What is this model's name? I see her everywhere.,0
288,932,933,What is the best recipe for chicken pizza?,What are some good pizza recipes?,0
289,936,937,Do new table tennis balls damage rubbers?,How do you unlock a car with a tennis ball?,0
290,938,939,My new Xbox one S can't connect to internet during setup. Any solutions?,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?,0
291,940,941,Is it wrong for me to be content with my life?,What is a cover story?,0
292,942,943,Is gravity only a theory?,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?",0
293,944,945,How could I become a fighter pilot when I have less than the required eyesight?,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?,0
294,946,947,Operation executive salary in Infosys?,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",0
295,948,949,Have cavemen been scientifically tested?,Have mythical creatures been scientifically tested?,0
296,952,953,How should ask my crush for her number?,What should I ask my crush?,0
297,954,955,Why do I believe that gravitation force exist?,Does gravitational force exists in all planets?,0
298,958,959,Can Congress stop Presidents from starting a major war?,What's a good source to purchase Attorneys eMail addresses? Thanks,0
299,960,961,Is it safe to lose 25 pounds in 1 month?,Is it healthy to lose 13 pounds in a month?,0
300,962,963,What are some cute shounen ai series?,When will the PokÌ©mon series end?,0
301,968,969,Who owns nature?,Who owns Natural Factors?,0
302,970,971,How can I install OBB/data file on an Android?,I want to install EXE extension files in Android mobile. Is it possible?,0
303,972,973,What is garbage value? And Why do we get garbage value in c?,What is garbage value in c?,0
304,978,979,Is noon 12 am or 12 pm?,Is it good to do gym at morning and swimming at noon?,0
305,982,983,Is chocolate milk good for you?,Why is unrefrigerated milk good for you?,0
306,986,987,Which country is best for higher education and work?,Which is the best country for higher education after USA and UK?,0
307,988,989,What is the painting on this image?,What is this painting?,0
308,990,991,Which are the major highways in California and how are they compared to the major highways in Tennessee?,Which are the major highways in California and how are they compared to the major highways in Texas?,0
309,992,993,What's beyond our Universe?,"If space is expanding, where does the new space come from?",0
310,994,995,Is growing of hair a physical or a chemical change?,Can a bald person ever grow their hair back?,0
311,996,997,What is the difference between culture and history?,How is chili different between cultures?,0
312,998,999,What does it mean when a guy says I like you?,"What does it mean when a guy says ""Be safe""?",0
313,1002,1003,What will most likely cause World War III?,Is World War III imminent?,0
314,1006,1007,Which European country is the best for asylum seekers?,What are the best countries for whistleblowers to seek asylum?,0
315,1016,1017,How does it feel to retake a class in college?,Does retaking subjects in college affect future job prospects?,0
316,1018,1019,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?,How can I get my name off the first page on Google search?,0
317,1020,1021,"How hard is it to fake appearing ""spiritual"" in a Christian community?",Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,0
